image_id,label
aug_0_1003,nevus
aug_0_101,nevus
aug_0_1026,nevus
aug_0_1050,nevus
aug_0_1067,nevus
aug_0_1142,nevus
aug_0_1175,nevus
aug_0_1176,nevus
aug_0_1181,nevus
aug_0_1205,nevus
aug_0_1211,nevus
aug_0_1236,nevus
aug_0_1249,nevus
aug_0_1282,nevus
aug_0_1294,nevus
aug_0_1300,nevus
aug_0_1302,nevus
aug_0_1329,nevus
aug_0_1364,nevus
aug_0_138,nevus
aug_0_1417,nevus
aug_0_1473,nevus
aug_0_1495,nevus
aug_0_1506,nevus
aug_0_1507,nevus
aug_0_1512,nevus
aug_0_1513,nevus
aug_0_1517,nevus
aug_0_1541,nevus
aug_0_1542,nevus
aug_0_1568,nevus
aug_0_1574,nevus
aug_0_1576,nevus
aug_0_1583,nevus
aug_0_1597,nevus
aug_0_1621,nevus
aug_0_163,nevus
aug_0_164,nevus
aug_0_1642,nevus
aug_0_1645,nevus
aug_0_1655,nevus
aug_0_1703,nevus
aug_0_1720,nevus
aug_0_1722,nevus
aug_0_1735,nevus
aug_0_1753,nevus
aug_0_1756,nevus
aug_0_1763,nevus
aug_0_1779,nevus
aug_0_1801,nevus
aug_0_182,nevus
aug_0_1842,nevus
aug_0_1879,nevus
aug_0_1881,nevus
aug_0_1887,nevus
aug_0_1894,nevus
aug_0_192,nevus
aug_0_1928,nevus
aug_0_1947,nevus
aug_0_1952,nevus
aug_0_1958,nevus
aug_0_1963,nevus
aug_0_2004,nevus
aug_0_2045,nevus
aug_0_2056,nevus
aug_0_2077,nevus
aug_0_2157,nevus
aug_0_2179,nevus
aug_0_2248,nevus
aug_0_2250,nevus
aug_0_2268,nevus
aug_0_227,nevus
aug_0_2280,nevus
aug_0_2290,nevus
aug_0_2300,nevus
aug_0_2312,nevus
aug_0_2325,nevus
aug_0_2362,nevus
aug_0_2382,nevus
aug_0_2427,nevus
aug_0_2448,nevus
aug_0_2481,nevus
aug_0_2545,nevus
aug_0_2580,nevus
aug_0_2599,nevus
aug_0_2601,nevus
aug_0_2624,nevus
aug_0_2650,nevus
aug_0_2655,nevus
aug_0_2665,nevus
aug_0_2679,nevus
aug_0_2699,nevus
aug_0_2722,nevus
aug_0_2739,nevus
aug_0_2740,nevus
aug_0_276,nevus
aug_0_2760,nevus
aug_0_2772,nevus
aug_0_2774,nevus
aug_0_2776,nevus
aug_0_2788,nevus
aug_0_2822,nevus
aug_0_2846,nevus
aug_0_2852,nevus
aug_0_2871,nevus
aug_0_2891,nevus
aug_0_2901,nevus
aug_0_2913,nevus
aug_0_2922,nevus
aug_0_2948,nevus
aug_0_2950,nevus
aug_0_296,nevus
aug_0_2970,nevus
aug_0_3001,nevus
aug_0_3005,nevus
aug_0_3008,nevus
aug_0_3009,nevus
aug_0_3040,nevus
aug_0_3047,nevus
aug_0_3064,nevus
aug_0_3081,nevus
aug_0_3084,nevus
aug_0_316,nevus
aug_0_3188,nevus
aug_0_3243,nevus
aug_0_3259,nevus
aug_0_3279,nevus
aug_0_331,nevus
aug_0_336,nevus
aug_0_3393,nevus
aug_0_3396,nevus
aug_0_3425,nevus
aug_0_3426,nevus
aug_0_3461,nevus
aug_0_3488,nevus
aug_0_3489,nevus
aug_0_3492,nevus
aug_0_3514,nevus
aug_0_353,nevus
aug_0_3552,nevus
aug_0_3561,nevus
aug_0_3565,nevus
aug_0_3578,nevus
aug_0_3604,nevus
aug_0_3651,nevus
aug_0_3681,nevus
aug_0_3695,nevus
aug_0_3696,nevus
aug_0_3708,nevus
aug_0_3713,nevus
aug_0_3724,nevus
aug_0_3728,nevus
aug_0_3736,nevus
aug_0_3761,nevus
aug_0_3772,nevus
aug_0_3778,nevus
aug_0_3786,nevus
aug_0_3796,nevus
aug_0_38,nevus
aug_0_3814,nevus
aug_0_3846,nevus
aug_0_3877,nevus
aug_0_3880,nevus
aug_0_3911,nevus
aug_0_4007,nevus
aug_0_401,nevus
aug_0_4014,nevus
aug_0_4031,nevus
aug_0_4032,nevus
aug_0_4057,nevus
aug_0_414,nevus
aug_0_4144,nevus
aug_0_4155,nevus
aug_0_4156,nevus
aug_0_4158,nevus
aug_0_4180,nevus
aug_0_4183,nevus
aug_0_4185,nevus
aug_0_4187,nevus
aug_0_4207,nevus
aug_0_4217,nevus
aug_0_4246,nevus
aug_0_4249,nevus
aug_0_4252,nevus
aug_0_4265,nevus
aug_0_4282,nevus
aug_0_4283,nevus
aug_0_429,nevus
aug_0_4312,nevus
aug_0_4331,nevus
aug_0_4382,nevus
aug_0_44,nevus
aug_0_4418,nevus
aug_0_4437,nevus
aug_0_4457,nevus
aug_0_4468,nevus
aug_0_4472,nevus
aug_0_4502,nevus
aug_0_4509,nevus
aug_0_456,nevus
aug_0_4574,nevus
aug_0_4607,nevus
aug_0_462,nevus
aug_0_4623,nevus
aug_0_4632,nevus
aug_0_465,nevus
aug_0_4651,nevus
aug_0_4705,nevus
aug_0_4718,nevus
aug_0_4721,nevus
aug_0_4748,nevus
aug_0_4762,nevus
aug_0_477,nevus
aug_0_4771,nevus
aug_0_4776,nevus
aug_0_4782,nevus
aug_0_4811,nevus
aug_0_483,nevus
aug_0_4862,nevus
aug_0_4863,nevus
aug_0_4884,nevus
aug_0_4888,nevus
aug_0_4915,nevus
aug_0_4919,nevus
aug_0_4921,nevus
aug_0_493,nevus
aug_0_4932,nevus
aug_0_4939,nevus
aug_0_4974,nevus
aug_0_498,nevus
aug_0_4984,nevus
aug_0_4995,nevus
aug_0_5018,nevus
aug_0_5038,nevus
aug_0_5060,nevus
aug_0_5074,nevus
aug_0_508,nevus
aug_0_5103,nevus
aug_0_5107,nevus
aug_0_512,nevus
aug_0_5287,nevus
aug_0_529,nevus
aug_0_5322,nevus
aug_0_5344,nevus
aug_0_5350,nevus
aug_0_5364,nevus
aug_0_5368,nevus
aug_0_5369,nevus
aug_0_5378,nevus
aug_0_5398,nevus
aug_0_5406,nevus
aug_0_5409,nevus
aug_0_5419,nevus
aug_0_5426,nevus
aug_0_5429,nevus
aug_0_5436,nevus
aug_0_5485,nevus
aug_0_550,nevus
aug_0_5551,nevus
aug_0_5552,nevus
aug_0_5604,nevus
aug_0_561,nevus
aug_0_5620,nevus
aug_0_5622,nevus
aug_0_5627,nevus
aug_0_5638,nevus
aug_0_5642,nevus
aug_0_5648,nevus
aug_0_565,nevus
aug_0_5653,nevus
aug_0_5657,nevus
aug_0_5685,nevus
aug_0_5710,nevus
aug_0_5713,nevus
aug_0_5715,nevus
aug_0_5742,nevus
aug_0_5832,nevus
aug_0_5834,nevus
aug_0_5838,nevus
aug_0_5840,nevus
aug_0_5845,nevus
aug_0_5858,nevus
aug_0_5877,nevus
aug_0_5897,nevus
aug_0_5922,nevus
aug_0_5926,nevus
aug_0_593,nevus
aug_0_594,nevus
aug_0_5949,nevus
aug_0_5963,nevus
aug_0_5972,nevus
aug_0_5973,nevus
aug_0_5989,nevus
aug_0_5999,nevus
aug_0_6009,nevus
aug_0_6017,nevus
aug_0_6021,nevus
aug_0_6023,nevus
aug_0_6035,nevus
aug_0_6050,nevus
aug_0_61,nevus
aug_0_6104,nevus
aug_0_6105,nevus
aug_0_6110,nevus
aug_0_6133,nevus
aug_0_6165,nevus
aug_0_617,nevus
aug_0_6171,nevus
aug_0_6192,nevus
aug_0_6197,nevus
aug_0_6221,nevus
aug_0_6239,nevus
aug_0_624,nevus
aug_0_6247,nevus
aug_0_6271,nevus
aug_0_6292,nevus
aug_0_6307,nevus
aug_0_632,nevus
aug_0_6328,nevus
aug_0_6334,nevus
aug_0_6337,nevus
aug_0_6339,nevus
aug_0_6347,nevus
aug_0_6351,nevus
aug_0_6370,nevus
aug_0_6385,nevus
aug_0_6400,nevus
aug_0_6402,nevus
aug_0_6414,nevus
aug_0_644,nevus
aug_0_6463,nevus
aug_0_6499,nevus
aug_0_6567,nevus
aug_0_6572,nevus
aug_0_659,nevus
aug_0_6610,nevus
aug_0_6620,nevus
aug_0_6621,nevus
aug_0_6632,nevus
aug_0_6633,nevus
aug_0_664,nevus
aug_0_6646,nevus
aug_0_6651,nevus
aug_0_6659,nevus
aug_0_6692,nevus
aug_0_6716,nevus
aug_0_6736,nevus
aug_0_6744,nevus
aug_0_6751,nevus
aug_0_6756,nevus
aug_0_6770,nevus
aug_0_6778,nevus
aug_0_6779,nevus
aug_0_6799,nevus
aug_0_6813,nevus
aug_0_6816,nevus
aug_0_6830,nevus
aug_0_6847,nevus
aug_0_6853,nevus
aug_0_6866,nevus
aug_0_6870,nevus
aug_0_6884,nevus
aug_0_6912,nevus
aug_0_6919,nevus
aug_0_6950,nevus
aug_0_6952,nevus
aug_0_6953,nevus
aug_0_6957,nevus
aug_0_698,nevus
aug_0_7002,nevus
aug_0_7010,nevus
aug_0_7021,nevus
aug_0_7037,nevus
aug_0_7039,nevus
aug_0_7046,nevus
aug_0_7052,nevus
aug_0_7065,nevus
aug_0_711,nevus
aug_0_7116,nevus
aug_0_7145,nevus
aug_0_7156,nevus
aug_0_7168,nevus
aug_0_7171,nevus
aug_0_7190,nevus
aug_0_72,nevus
aug_0_7205,nevus
aug_0_7210,nevus
aug_0_7245,nevus
aug_0_725,nevus
aug_0_7264,nevus
aug_0_7265,nevus
aug_0_7307,nevus
aug_0_7315,nevus
aug_0_732,nevus
aug_0_7340,nevus
aug_0_7361,nevus
aug_0_737,nevus
aug_0_7373,nevus
aug_0_7383,nevus
aug_0_7412,nevus
aug_0_7426,nevus
aug_0_744,nevus
aug_0_7440,nevus
aug_0_7456,nevus
aug_0_7460,nevus
aug_0_7490,nevus
aug_0_7518,nevus
aug_0_752,nevus
aug_0_7550,nevus
aug_0_7557,nevus
aug_0_7562,nevus
aug_0_7573,nevus
aug_0_7577,nevus
aug_0_7587,nevus
aug_0_7591,nevus
aug_0_7593,nevus
aug_0_760,nevus
aug_0_7614,nevus
aug_0_7616,nevus
aug_0_7617,nevus
aug_0_7618,nevus
aug_0_7674,nevus
aug_0_769,nevus
aug_0_7691,nevus
aug_0_7697,nevus
aug_0_7701,nevus
aug_0_7745,nevus
aug_0_7749,nevus
aug_0_7764,nevus
aug_0_7789,nevus
aug_0_7822,nevus
aug_0_7831,nevus
aug_0_7871,nevus
aug_0_7938,nevus
aug_0_794,nevus
aug_0_7955,nevus
aug_0_7957,nevus
aug_0_8039,nevus
aug_0_8048,nevus
aug_0_8053,nevus
aug_0_8069,nevus
aug_0_8093,nevus
aug_0_8109,nevus
aug_0_8124,nevus
aug_0_8191,nevus
aug_0_8195,nevus
aug_0_8198,nevus
aug_0_8210,nevus
aug_0_8215,nevus
aug_0_8245,nevus
aug_0_8259,nevus
aug_0_8268,nevus
aug_0_8275,nevus
aug_0_8299,nevus
aug_0_8303,nevus
aug_0_8319,nevus
aug_0_8356,nevus
aug_0_8361,nevus
aug_0_8366,nevus
aug_0_8381,nevus
aug_0_8418,nevus
aug_0_8449,nevus
aug_0_8452,nevus
aug_0_8477,nevus
aug_0_8492,nevus
aug_0_8509,nevus
aug_0_8530,nevus
aug_0_8542,nevus
aug_0_8557,nevus
aug_0_8575,nevus
aug_0_8577,nevus
aug_0_8589,nevus
aug_0_8593,nevus
aug_0_8683,nevus
aug_0_8686,nevus
aug_0_8722,nevus
aug_0_8731,nevus
aug_0_8735,nevus
aug_0_8773,nevus
aug_0_878,nevus
aug_0_8783,nevus
aug_0_8794,nevus
aug_0_8805,nevus
aug_0_8810,nevus
aug_0_8818,nevus
aug_0_8851,nevus
aug_0_8872,nevus
aug_0_89,nevus
aug_0_8914,nevus
aug_0_8949,nevus
aug_0_8961,nevus
aug_0_8979,nevus
aug_0_9011,nevus
aug_0_9016,nevus
aug_0_9036,nevus
aug_0_9065,nevus
aug_0_9087,nevus
aug_0_9092,nevus
aug_0_9104,nevus
aug_0_912,nevus
aug_0_913,nevus
aug_0_9151,nevus
aug_0_9163,nevus
aug_0_9164,nevus
aug_0_9180,nevus
aug_0_9218,nevus
aug_0_9254,nevus
aug_0_9277,nevus
aug_0_9285,nevus
aug_0_9295,nevus
aug_0_9299,nevus
aug_0_9329,nevus
aug_0_9357,nevus
aug_0_9389,nevus
aug_0_94,nevus
aug_0_9419,nevus
aug_0_9427,nevus
aug_0_9429,nevus
aug_0_9437,nevus
aug_0_9442,nevus
aug_0_9458,nevus
aug_0_9464,nevus
aug_0_9474,nevus
aug_0_9477,nevus
aug_0_9482,nevus
aug_0_9483,nevus
aug_0_9504,nevus
aug_0_9507,nevus
aug_0_9537,nevus
aug_0_9574,nevus
aug_0_9584,nevus
aug_0_9590,nevus
aug_0_9597,nevus
aug_0_9599,nevus
aug_0_9602,nevus
aug_0_9631,nevus
aug_0_9642,nevus
aug_0_9654,nevus
aug_0_9661,nevus
aug_0_9688,nevus
aug_0_9695,nevus
aug_0_9700,nevus
aug_0_9708,nevus
aug_0_9725,nevus
aug_0_973,nevus
aug_0_9732,nevus
aug_0_9772,nevus
aug_0_9777,nevus
aug_0_9795,nevus
aug_0_9799,nevus
aug_0_9838,nevus
aug_0_9850,nevus
aug_0_9852,nevus
aug_0_9859,nevus
aug_0_986,nevus
aug_0_9860,nevus
aug_0_9861,nevus
aug_0_9877,nevus
aug_0_9901,nevus
aug_0_9910,nevus
aug_0_9918,nevus
aug_0_9939,nevus
aug_0_9955,nevus
aug_0_9961,nevus
aug_0_9976,nevus
aug_0_9979,nevus
aug_0_9981,nevus
ISIC_0000019,nevus
ISIC_0000020,nevus
ISIC_0000021,nevus
ISIC_0000024,nevus
ISIC_0000028,nevus
ISIC_0000032,nevus
ISIC_0000034,nevus
ISIC_0000037,nevus
ISIC_0000038,nevus
ISIC_0000039,nevus
ISIC_0000042,nevus
ISIC_0000047,nevus
ISIC_0000050,nevus
ISIC_0000051,nevus
ISIC_0000052,nevus
ISIC_0000055,nevus
ISIC_0000057,nevus
ISIC_0000059,nevus
ISIC_0000060,nevus
ISIC_0000061,nevus
ISIC_0000062,nevus
ISIC_0000063,nevus
ISIC_0000064,nevus
ISIC_0000065,nevus
ISIC_0000066,nevus
ISIC_0000067,nevus
ISIC_0000068,nevus
ISIC_0000073,nevus
ISIC_0000079,nevus
ISIC_0000080,nevus
ISIC_0000082,nevus
ISIC_0000083,nevus
ISIC_0000084,nevus
ISIC_0000085,nevus
ISIC_0000086,nevus
ISIC_0000087,nevus
ISIC_0000088,nevus
ISIC_0000089,nevus
ISIC_0000091,nevus
ISIC_0000093,nevus
ISIC_0000095,nevus
ISIC_0000097,nevus
ISIC_0000099,nevus
ISIC_0000219,nevus
ISIC_0000220,nevus
ISIC_0000221,nevus
ISIC_0000222,nevus
ISIC_0000223,nevus
ISIC_0000224,nevus
ISIC_0000225,nevus
ISIC_0000226,nevus
ISIC_0000227,nevus
ISIC_0000228,nevus
ISIC_0000229,nevus
ISIC_0000230,nevus
ISIC_0000231,nevus
ISIC_0000232,nevus
ISIC_0000233,nevus
ISIC_0000234,nevus
ISIC_0000235,nevus
ISIC_0000236,nevus
ISIC_0000237,nevus
ISIC_0000239,nevus
ISIC_0000240,nevus
ISIC_0000243,nevus
ISIC_0000244,nevus
ISIC_0000248,nevus
ISIC_0000250,nevus
ISIC_0000256,nevus
ISIC_0000258,nevus
ISIC_0000260,nevus
ISIC_0000261,nevus
ISIC_0000262,nevus
ISIC_0000263,nevus
ISIC_0000264,nevus
ISIC_0000266,nevus
ISIC_0000268,nevus
ISIC_0000271,nevus
ISIC_0000315,nevus
ISIC_0000316,nevus
ISIC_0000317,nevus
ISIC_0000318,nevus
ISIC_0000319,nevus
ISIC_0000320,nevus
ISIC_0000321,nevus
ISIC_0000322,nevus
ISIC_0000323,nevus
ISIC_0000324,nevus
ISIC_0000325,nevus
ISIC_0000326,nevus
ISIC_0000327,nevus
ISIC_0000328,nevus
ISIC_0000329,nevus
ISIC_0000330,nevus
ISIC_0000331,nevus
ISIC_0000332,nevus
ISIC_0000333,nevus
ISIC_0000334,nevus
ISIC_0000335,nevus
ISIC_0000336,nevus
ISIC_0000337,nevus
ISIC_0000338,nevus
ISIC_0000339,nevus
ISIC_0000340,nevus
ISIC_0000341,nevus
ISIC_0000342,nevus
ISIC_0000343,nevus
ISIC_0000344,nevus
ISIC_0000345,nevus
ISIC_0000346,nevus
ISIC_0000347,nevus
ISIC_0000348,nevus
ISIC_0000349,nevus
ISIC_0000350,nevus
ISIC_0000351,nevus
ISIC_0000352,nevus
ISIC_0000353,nevus
ISIC_0000354,nevus
ISIC_0000355,nevus
ISIC_0000356,nevus
ISIC_0000357,nevus
ISIC_0000358,nevus
ISIC_0000359,nevus
ISIC_0000360,nevus
ISIC_0000361,nevus
ISIC_0000362,nevus
ISIC_0000363,nevus
ISIC_0000364,nevus
ISIC_0000365,nevus
ISIC_0000366,nevus
ISIC_0000367,nevus
ISIC_0000368,nevus
ISIC_0000369,nevus
ISIC_0000370,nevus
ISIC_0000371,nevus
ISIC_0000372,nevus
ISIC_0000373,nevus
ISIC_0000374,nevus
ISIC_0000375,nevus
ISIC_0000376,nevus
ISIC_0000377,nevus
ISIC_0000379,nevus
ISIC_0000380,nevus
ISIC_0000381,nevus
ISIC_0000382,nevus
ISIC_0000383,nevus
ISIC_0000385,nevus
ISIC_0000386,nevus
ISIC_0000387,nevus
ISIC_0000392,nevus
ISIC_0000396,nevus
ISIC_0000397,nevus
ISIC_0000403,nevus
ISIC_0000407,nevus
ISIC_0000408,nevus
ISIC_0000409,nevus
ISIC_0000416,nevus
ISIC_0000418,nevus
ISIC_0000419,nevus
ISIC_0000421,nevus
ISIC_0000423,nevus
ISIC_0000424,nevus
ISIC_0000425,nevus
ISIC_0000426,nevus
ISIC_0000427,nevus
ISIC_0000430,nevus
ISIC_0000431,nevus
ISIC_0000433,nevus
ISIC_0000436,nevus
ISIC_0000437,nevus
ISIC_0000439,nevus
ISIC_0000442,nevus
ISIC_0000443,nevus
ISIC_0000448,nevus
ISIC_0000449,nevus
ISIC_0000451,nevus
ISIC_0000452,nevus
ISIC_0000457,nevus
ISIC_0000458,nevus
ISIC_0000460,nevus
ISIC_0000461,nevus
ISIC_0000464,nevus
ISIC_0000465,nevus
ISIC_0000467,nevus
ISIC_0000471,nevus
ISIC_0000472,nevus
ISIC_0000473,nevus
ISIC_0000475,nevus
ISIC_0000476,nevus
ISIC_0000477,nevus
ISIC_0000480,nevus
ISIC_0000485,nevus
ISIC_0000486,nevus
ISIC_0000488,nevus
ISIC_0000490,nevus
ISIC_0000492,nevus
ISIC_0000493,nevus
ISIC_0000494,nevus
ISIC_0000495,nevus
ISIC_0000496,nevus
ISIC_0000498,nevus
ISIC_0000499,nevus
ISIC_0000500,nevus
ISIC_0000501,nevus
ISIC_0000503,nevus
ISIC_0000504,nevus
ISIC_0000505,nevus
ISIC_0000506,nevus
ISIC_0000507,nevus
ISIC_0000508,nevus
ISIC_0000509,nevus
ISIC_0000510,nevus
ISIC_0000514,nevus
ISIC_0000524,nevus
ISIC_0000525,nevus
ISIC_0000527,nevus
ISIC_0000528,nevus
ISIC_0000529,nevus
ISIC_0000530,nevus
ISIC_0000532,nevus
ISIC_0000534,nevus
ISIC_0000535,nevus
ISIC_0000536,nevus
ISIC_0000537,nevus
ISIC_0000538,nevus
ISIC_0000539,nevus
ISIC_0000540,nevus
ISIC_0000542,nevus
ISIC_0000543,nevus
ISIC_0000544,nevus
ISIC_0000545,nevus
ISIC_0000556,nevus
ISIC_0010889,nevus
ISIC_0024468,nevus
ISIC_0024470,nevus
ISIC_0024511,nevus
ISIC_0024707,nevus
ISIC_0024763,nevus
ISIC_0024771,nevus
ISIC_0024800,nevus
ISIC_0024913,nevus
ISIC_0024948,nevus
ISIC_0025427,nevus
ISIC_0025605,nevus
ISIC_0028619,nevus
ISIC_0000000,nevus
ISIC_0000001,nevus
ISIC_0000003,nevus
ISIC_0000005,nevus
ISIC_0000006,nevus
ISIC_0000007,nevus
ISIC_0000008,nevus
ISIC_0000009,nevus
ISIC_0000010,nevus
ISIC_0000012,nevus
ISIC_0000015,nevus
ISIC_0000017,nevus
ISIC_0000018,nevus
